,RoomCount,Floor,Size(m2),District,Price(TL),Age_labeled
8358,5,9.0,190.0,Pursaklar,6600000,0
8359,5,8.0,205.0,Pursaklar,5925000,0
8360,4,2.0,130.0,Pursaklar,3750000,8
8361,4,3.0,155.0,Pursaklar,3885000,4
8362,5,1.0,200.0,Pursaklar,5250000,0
8363,4,1.0,120.0,Pursaklar,2512500,3
8364,4,-1.0,110.0,Pursaklar,1950000,8
8365,4,11.0,190.0,Pursaklar,4425000,0
8366,5,2.0,210.0,Pursaklar,5625000,6
8367,5,5.0,200.0,Pursaklar,4500000,7
8368,4,3.0,125.0,Pursaklar,2640000,2
8369,4,1.0,160.0,Pursaklar,3975000,8
8370,4,3.0,135.0,Pursaklar,3885000,8
8371,5,16.0,200.0,Pursaklar,6750000,7
8373,7,3.0,235.0,Pursaklar,4725000,2
8374,3,1.0,105.0,Pursaklar,2475000,2
8375,5,5.0,175.0,Pursaklar,4500000,8
8376,4,0.0,130.0,Pursaklar,2173500,2
8377,4,7.0,145.0,Pursaklar,3585000,3
8378,5,4.0,180.0,Pursaklar,4725000,8
8379,4,1.0,135.0,Pursaklar,3975000,0
8380,5,10.0,220.0,Pursaklar,7125000,0
8381,5,3.0,165.0,Pursaklar,4335000,4
8382,5,1.0,210.0,Pursaklar,4350000,7
8383,4,3.0,130.0,Pursaklar,2752500,8
8384,5,4.0,185.0,Pursaklar,5250000,8
8385,4,3.0,125.0,Pursaklar,2752500,2
8386,4,2.0,130.0,Pursaklar,3570000,8
8387,4,2.0,145.0,Pursaklar,2992500,2
8389,4,3.0,125.0,Pursaklar,3135000,2
8390,5,13.0,200.0,Pursaklar,8100000,1
8391,5,4.0,190.0,Pursaklar,5250000,7
8392,4,3.0,115.0,Pursaklar,2640000,2
8393,4,4.0,130.0,Pursaklar,3135000,3
8395,4,3.0,135.0,Pursaklar,2925000,3
8396,4,1.0,125.0,Pursaklar,3675000,2
8397,5,8.0,220.0,Pursaklar,4648500,7
8398,3,0.0,115.0,Pursaklar,2848500,0
8399,4,3.0,130.0,Pursaklar,2520000,2
8400,5,1.0,155.0,Pursaklar,5250000,0
8401,4,3.0,130.0,Pursaklar,2925000,3
8402,5,13.0,205.0,Pursaklar,7875000,0
8403,4,1.0,155.0,Pursaklar,3750000,8
8404,5,-1.0,220.0,Pursaklar,3975000,7
8405,5,5.0,220.0,Pursaklar,6300000,4
8406,5,9.0,190.0,Pursaklar,5820000,7
8407,5,6.0,165.0,Pursaklar,5700000,0
8408,3,3.0,105.0,Pursaklar,1972500,2
8410,4,3.0,120.0,Pursaklar,1918500,3
8411,5,1.0,200.0,Pursaklar,4875000,6
8412,4,3.0,130.0,Pursaklar,3892500,8
8413,4,11.0,155.0,Pursaklar,4425000,0
8416,3,-1.0,110.0,Pursaklar,2475000,2
8417,4,3.0,135.0,Pursaklar,2640000,2
8418,4,1.0,140.0,Pursaklar,2362500,2
8419,4,-1.0,125.0,Pursaklar,2025000,2
8420,5,6.0,160.0,Pursaklar,5625000,8
8421,4,4.0,115.0,Pursaklar,2923500,2
8422,4,2.0,155.0,Pursaklar,3975000,8
8423,5,9.0,190.0,Pursaklar,5625000,0
8424,6,3.0,278.0,Pursaklar,3718500,2
8425,3,0.0,110.0,Pursaklar,2835000,0
8426,4,1.0,130.0,Pursaklar,2850000,4
8427,4,1.0,140.0,Pursaklar,3150000,8
8428,4,2.0,125.0,Pursaklar,3712500,8
8429,5,1.0,190.0,Pursaklar,4050000,7
8430,5,0.0,180.0,Pursaklar,5250000,0
8431,4,2.0,160.0,Pursaklar,3600000,8
8432,5,10.0,180.0,Pursaklar,4875000,0
8433,5,1.0,200.0,Pursaklar,4950000,0
8434,5,9.0,200.0,Pursaklar,8925000,0
8435,4,1.0,125.0,Pursaklar,2970000,2
8437,5,9.0,195.0,Pursaklar,8250000,0
8438,4,-1.0,135.0,Pursaklar,3750000,8
8440,3,2.0,120.0,Pursaklar,3450000,8
8441,5,8.0,180.0,Pursaklar,4648500,7
8442,4,0.0,110.0,Pursaklar,2092500,2
8443,4,3.0,125.0,Pursaklar,3892500,8
8445,4,3.0,110.0,Pursaklar,2923500,2
8446,5,0.0,180.0,Pursaklar,6000000,0
8447,4,4.0,125.0,Pursaklar,2325000,3
8448,4,0.0,125.0,Pursaklar,2788500,8
8449,5,12.0,185.0,Pursaklar,6225000,8
8450,5,15.0,185.0,Pursaklar,5625000,1
8451,3,0.0,100.0,Pursaklar,2850000,0
8453,5,9.0,185.0,Pursaklar,7335000,4
8454,4,3.0,125.0,Pursaklar,2775000,5
8455,4,1.0,125.0,Pursaklar,2925000,3
8456,4,2.0,160.0,Pursaklar,4500000,8
8457,4,3.0,125.0,Pursaklar,2662500,2
8458,5,1.0,200.0,Pursaklar,4875000,0
8459,4,1.0,150.0,Pursaklar,3150000,8
8460,4,2.0,135.0,Pursaklar,3570000,7
8461,4,3.0,155.0,Pursaklar,3900000,8
8462,4,1.0,135.0,Pursaklar,2925000,2
8463,4,3.0,110.0,Pursaklar,2640000,3
8465,3,0.0,100.0,Pursaklar,2475000,3
8467,5,6.0,190.0,Pursaklar,6300000,1
8468,5,5.0,185.0,Pursaklar,5512500,6
8469,5,17.0,200.0,Pursaklar,6375000,4
8470,4,1.0,125.0,Pursaklar,3285000,2
8471,4,3.0,130.0,Pursaklar,3900000,2
8472,4,1.0,130.0,Pursaklar,4575000,1
8473,5,4.0,185.0,Pursaklar,5100000,6
8474,4,3.0,125.0,Pursaklar,2880000,3
8475,5,1.0,190.0,Pursaklar,4762500,6
8476,4,2.0,150.0,Pursaklar,2923500,2
8477,5,7.0,180.0,Pursaklar,4777500,4
8479,4,3.0,125.0,Pursaklar,2812500,2
8480,5,5.0,185.0,Pursaklar,4650000,8
8481,4,2.0,130.0,Pursaklar,2992500,3
8482,3,2.0,95.0,Pursaklar,1350000,2
8484,5,2.0,160.0,Pursaklar,4800000,7
8485,5,1.0,195.0,Pursaklar,4687500,6
8486,5,1.0,195.0,Pursaklar,7350000,0
8488,4,3.0,125.0,Pursaklar,3277500,8
8490,6,8.0,300.0,Pursaklar,4875000,8
8491,3,1.0,125.0,Pursaklar,2715000,4
8492,4,3.0,130.0,Pursaklar,3570000,4
8493,4,2.0,135.0,Pursaklar,4275000,8
8496,5,4.0,190.0,Pursaklar,5100000,1
8497,4,5.0,165.0,Pursaklar,5400000,8
8498,3,-1.0,90.0,Pursaklar,1198500,2
8499,5,14.0,200.0,Pursaklar,5775000,0
8500,4,3.0,140.0,Pursaklar,2970000,2
8501,4,3.0,125.0,Pursaklar,2985000,3
8502,4,1.0,115.0,Pursaklar,2175000,3
8503,4,1.0,130.0,Pursaklar,3225000,8
8504,5,12.0,205.0,Pursaklar,5775000,6
8505,4,5.0,150.0,Pursaklar,4185000,8
8507,5,13.0,200.0,Pursaklar,5025000,0
8509,4,3.0,145.0,Pursaklar,2782500,2
8510,4,1.0,125.0,Pursaklar,3675000,8
8512,4,1.0,115.0,Pursaklar,2100000,2
8514,5,-1.0,190.0,Pursaklar,3975000,8
8516,4,2.0,135.0,Pursaklar,3570000,4
8517,5,3.0,190.0,Pursaklar,6300000,0
8518,5,12.0,205.0,Pursaklar,6450000,0
8519,4,-1.0,125.0,Pursaklar,3373500,8
8520,4,-1.0,120.0,Pursaklar,1950000,2
8521,3,2.0,120.0,Pursaklar,3900000,0
8522,5,1.0,160.0,Pursaklar,4800000,8
8523,4,1.0,130.0,Pursaklar,4425000,0
8525,5,8.0,195.0,Pursaklar,5250000,7
8527,4,1.0,120.0,Pursaklar,2805000,8
8528,2,1.0,75.0,Pursaklar,2175000,0
8529,4,2.0,125.0,Pursaklar,4275000,0
8530,5,7.0,155.0,Pursaklar,4770000,0
8531,4,1.0,145.0,Pursaklar,3150000,8
8532,6,8.0,350.0,Pursaklar,4875000,8
8535,4,5.0,135.0,Pursaklar,2940000,2
8536,4,2.0,150.0,Pursaklar,3225000,8
8537,4,1.0,125.0,Pursaklar,2625000,2
8538,4,1.0,125.0,Pursaklar,2490000,2
8539,5,3.0,200.0,Pursaklar,6825000,0
8540,4,3.0,155.0,Pursaklar,3150000,2
8541,4,3.0,130.0,Pursaklar,3135000,2
8542,5,5.0,200.0,Pursaklar,5475000,0
8543,5,1.0,145.0,Pursaklar,3105000,8
8544,4,1.0,125.0,Pursaklar,3750000,7
8546,4,1.0,115.0,Pursaklar,2437500,2
8547,5,-1.0,185.0,Pursaklar,3750000,8
8548,4,2.0,125.0,Pursaklar,3270000,0
8549,4,2.0,135.0,Pursaklar,2985000,8
8550,5,5.0,190.0,Pursaklar,4950000,7
8551,4,1.0,135.0,Pursaklar,2625000,2
8552,5,6.0,180.0,Pursaklar,4455000,7
8553,4,1.0,140.0,Pursaklar,2700000,8
8554,5,15.0,185.0,Pursaklar,6375000,0
8555,4,6.0,185.0,Pursaklar,4425000,8
8556,4,1.0,130.0,Pursaklar,3450000,8
8557,4,1.0,130.0,Pursaklar,2625000,2
8558,4,3.0,160.0,Pursaklar,2730000,2
8559,7,3.0,235.0,Pursaklar,3750000,2
8560,5,1.0,198.0,Pursaklar,3975000,7
8562,4,2.0,125.0,Pursaklar,2625000,2
8564,4,1.0,130.0,Pursaklar,3300000,2
8565,4,1.0,125.0,Pursaklar,2475000,3
8566,4,1.0,125.0,Pursaklar,2698500,3
8567,4,1.0,139.0,Pursaklar,3225000,2
8568,4,1.0,134.0,Pursaklar,2325000,2
8569,5,10.0,210.0,Pursaklar,8475000,0
8570,4,2.0,140.0,Pursaklar,3525000,8
8571,5,3.0,185.0,Pursaklar,4762500,1
8572,5,1.0,185.0,Pursaklar,4125000,8
8573,5,1.0,200.0,Pursaklar,3975000,6
8574,4,6.0,130.0,Pursaklar,3600000,0
8576,5,2.0,185.0,Pursaklar,5158500,7
8578,5,8.0,185.0,Pursaklar,4725000,0
8580,4,2.0,130.0,Pursaklar,4275000,8
8581,4,1.0,140.0,Pursaklar,2625000,2
8582,4,3.0,125.0,Pursaklar,2355000,8
8583,5,4.0,185.0,Pursaklar,5400000,7
8584,5,5.0,185.0,Pursaklar,6675000,7
8585,5,8.0,185.0,Pursaklar,6300000,7
8587,4,1.0,130.0,Pursaklar,3450000,6
8588,4,3.0,155.0,Pursaklar,2602500,2
8589,7,8.0,300.0,Pursaklar,4875000,2
8590,6,13.0,300.0,Pursaklar,6750000,8
8591,4,3.0,125.0,Pursaklar,3825000,8
8592,4,4.0,140.0,Pursaklar,4200000,1
8593,4,4.0,155.0,Pursaklar,3840000,8
8594,4,2.0,125.0,Pursaklar,2925000,8
8596,2,0.0,350.0,Pursaklar,12750000,2
8597,5,10.0,190.0,Pursaklar,4125000,0
8598,4,1.0,140.0,Pursaklar,2370000,2
8599,4,1.0,125.0,Pursaklar,2227500,2
8600,5,11.0,170.0,Pursaklar,4950000,0
8601,5,0.0,145.0,Pursaklar,2278500,8
8602,4,1.0,125.0,Pursaklar,2655000,3
8607,4,-2.0,150.0,Pursaklar,2173500,2
8608,3,17.0,150.0,Pursaklar,3750000,6
8609,5,7.0,170.0,Pursaklar,5250000,7
8610,5,13.0,190.0,Pursaklar,5535000,0
8611,6,3.0,300.0,Pursaklar,12000000,0
8612,5,6.0,195.0,Pursaklar,6000000,7
8613,5,16.0,190.0,Pursaklar,6750000,7
8614,7,3.0,200.0,Pursaklar,2655000,2
8615,4,3.0,150.0,Pursaklar,4125000,0
8616,4,3.0,140.0,Pursaklar,3525000,0
8617,4,2.0,115.0,Pursaklar,3225000,2
8618,5,1.0,190.0,Pursaklar,6150000,0
8619,5,11.0,160.0,Pursaklar,4950000,0
8620,5,1.0,180.0,Pursaklar,3975000,8
8621,4,3.0,145.0,Pursaklar,3148500,8
8622,5,4.0,190.0,Pursaklar,5362500,6
8624,3,1.0,120.0,Pursaklar,2302500,7
8625,4,1.0,135.0,Pursaklar,2655000,1
8626,5,4.0,180.0,Pursaklar,5362500,7
8628,5,12.0,200.0,Pursaklar,6000000,0
8629,4,1.0,180.0,Pursaklar,3000000,7
8630,4,2.0,125.0,Pursaklar,2175000,2
8631,4,1.0,100.0,Pursaklar,1485000,3
8632,4,0.0,130.0,Pursaklar,2475000,8
8633,7,3.0,280.0,Pursaklar,4875000,8
8634,5,10.0,190.0,Pursaklar,4425000,1
8635,6,3.0,300.0,Pursaklar,4425000,2
8636,5,9.0,210.0,Pursaklar,6360000,4
8637,5,1.0,190.0,Pursaklar,3675000,0
8638,8,3.0,280.0,Pursaklar,4050000,8
8639,4,7.0,140.0,Pursaklar,2250000,3
8641,4,4.0,145.0,Pursaklar,4350000,6
8642,4,7.0,130.0,Pursaklar,2175000,2
8643,4,4.0,159.0,Pursaklar,4500000,7
8644,5,2.0,185.0,Pursaklar,3975000,8
8645,4,2.0,130.0,Pursaklar,2542500,2
8646,8,3.0,250.0,Pursaklar,4050000,8
8648,3,1.0,100.0,Pursaklar,2188500,2
8649,4,3.0,115.0,Pursaklar,2325000,2
8650,3,-1.0,100.0,Pursaklar,1725000,2
8651,7,4.0,280.0,Pursaklar,4650000,7
8653,5,10.0,195.0,Pursaklar,7875000,0
8655,4,5.0,155.0,Pursaklar,4725000,7
8656,5,3.0,185.0,Pursaklar,3975000,4
8657,3,1.0,150.0,Pursaklar,2715000,4
8659,4,5.0,159.0,Pursaklar,4725000,7
8660,4,7.0,160.0,Pursaklar,3735000,8
8661,4,1.0,145.0,Pursaklar,2467500,8
8662,5,8.0,160.0,Pursaklar,3885000,7
8663,3,1.0,120.0,Pursaklar,2715000,7
8664,4,5.0,150.0,Pursaklar,4275000,8
8665,4,1.0,125.0,Pursaklar,3748500,8
8667,5,9.0,185.0,Pursaklar,4725000,7
8669,4,2.0,130.0,Pursaklar,3675000,0
8670,6,4.0,190.0,Pursaklar,5085000,4
8671,4,4.0,150.0,Pursaklar,3840000,8
8672,4,1.0,180.0,Pursaklar,3420000,7
8675,4,1.0,135.0,Pursaklar,3000000,1
8676,4,7.0,150.0,Pursaklar,4650000,7
8678,4,1.0,130.0,Pursaklar,3052500,2
8679,4,7.0,165.0,Pursaklar,4123500,2
8682,3,0.0,100.0,Pursaklar,2475000,0
8683,4,2.0,125.0,Pursaklar,3600000,2
8684,4,1.0,130.0,Pursaklar,3000000,4
8685,4,1.0,125.0,Pursaklar,2925000,8
8686,4,1.0,155.0,Pursaklar,3000000,6
8687,5,7.0,180.0,Pursaklar,5775000,1
8688,4,3.0,130.0,Pursaklar,2625000,2
8689,7,4.0,400.0,Pursaklar,8625000,8
8690,6,4.0,290.0,Pursaklar,3750000,3
8691,4,2.0,125.0,Pursaklar,3570000,1
8692,5,12.0,185.0,Pursaklar,6375000,0
8693,5,14.0,180.0,Pursaklar,5175000,0
8694,5,5.0,190.0,Pursaklar,3823500,0
8695,5,8.0,190.0,Pursaklar,5700000,0
8696,4,1.0,160.0,Pursaklar,3600000,0
8697,3,2.0,80.0,Pursaklar,2325000,5
8698,4,4.0,140.0,Pursaklar,4125000,8
8699,7,4.0,285.0,Pursaklar,4575000,8
8700,5,9.0,200.0,Pursaklar,6750000,0
8701,4,8.0,150.0,Pursaklar,4575000,0
8703,3,1.0,110.0,Pursaklar,2475000,0
8704,4,1.0,125.0,Pursaklar,2775000,2
8705,4,4.0,175.0,Pursaklar,2775000,8
8706,5,4.0,180.0,Pursaklar,5550000,0
8707,5,3.0,210.0,Pursaklar,6300000,0
8708,4,11.0,160.0,Pursaklar,5700000,0
8709,4,4.0,160.0,Pursaklar,5550000,0
8710,4,3.0,125.0,Sincan,2473500,5
8711,4,4.0,135.0,Sincan,3148500,0
8712,4,0.0,125.0,Sincan,2638500,5
8713,4,1.0,125.0,Sincan,3375000,8
8714,4,3.0,135.0,Sincan,3598500,1
8715,4,1.0,125.0,Sincan,2233500,3
8716,4,0.0,125.0,Sincan,1875000,3
8717,4,2.0,130.0,Sincan,2850000,8
8718,4,1.0,130.0,Sincan,2503500,5
8719,3,1.0,100.0,Sincan,1483500,3
8720,4,1.0,130.0,Sincan,2638500,3
8721,4,1.0,120.0,Sincan,1417500,3
8722,3,1.0,95.0,Sincan,2098500,2
8723,4,1.0,105.0,Sincan,2242500,5
8724,4,3.0,120.0,Sincan,2325000,5
8725,4,2.0,125.0,Sincan,2977500,2
8726,4,4.0,115.0,Sincan,2340000,3
8727,4,2.0,140.0,Sincan,2625000,5
8728,3,1.0,98.0,Sincan,1497000,5
8729,4,1.0,135.0,Sincan,3448500,2
8730,4,2.0,125.0,Sincan,2143500,3
8731,4,1.0,90.0,Sincan,2533500,5
8732,4,14.0,202.0,Sincan,5085000,7
8733,4,2.0,135.0,Sincan,2512500,2
8734,4,2.0,130.0,Sincan,2458500,3
8735,4,1.0,145.0,Sincan,5248500,0
8736,4,1.0,125.0,Sincan,2098500,2
8737,4,1.0,135.0,Sincan,4498500,3
8738,4,3.0,145.0,Sincan,3357000,6
8739,4,1.0,145.0,Sincan,2503500,5
8742,4,3.0,125.0,Sincan,2160000,3
8743,4,1.0,135.0,Sincan,2205000,7
8744,4,4.0,145.0,Sincan,3223500,0
8745,4,2.0,120.0,Sincan,2458500,3
8746,4,1.0,125.0,Sincan,2602500,0
8747,4,1.0,125.0,Sincan,3448500,3
8748,4,1.0,125.0,Sincan,2788500,3
8749,4,2.0,130.0,Sincan,2473500,2
8750,4,2.0,115.0,Sincan,2503500,5
8751,5,2.0,180.0,Sincan,4545000,0
8752,4,3.0,120.0,Sincan,2698500,3
8753,4,2.0,145.0,Sincan,3975000,0
8754,4,1.0,145.0,Sincan,2625000,2
8755,3,1.0,100.0,Sincan,2445000,8
8756,3,1.0,105.0,Sincan,1942500,2
8757,3,1.0,90.0,Sincan,1942500,5
8758,3,1.0,100.0,Sincan,2098500,3
8759,3,1.0,95.0,Sincan,1942500,5
8760,6,4.0,220.0,Sincan,2848500,3
8761,3,3.0,110.0,Sincan,2737500,7
8762,4,1.0,135.0,Sincan,3150000,6
8763,4,3.0,140.0,Sincan,2977500,8
8764,4,2.0,130.0,Sincan,2550000,5
8765,4,3.0,130.0,Sincan,2715000,8
8766,4,2.0,130.0,Sincan,2265000,3
8767,4,2.0,130.0,Sincan,2970000,2
8776,2,5.0,75.0,Sincan,2475000,4
8777,4,3.0,140.0,Sincan,3750000,0
8778,4,3.0,135.0,Sincan,2848500,8
8779,4,1.0,135.0,Sincan,3148500,7
8780,4,3.0,145.0,Sincan,3388500,0
8781,4,8.0,155.0,Sincan,5025000,6
8782,3,1.0,100.0,Sincan,1948500,2
8783,4,3.0,130.0,Sincan,2472000,2
8785,3,1.0,100.0,Sincan,1942500,5
8786,4,3.0,140.0,Sincan,3000000,2
8787,3,1.0,105.0,Sincan,1903500,2
8788,2,4.0,90.0,Sincan,1125000,8
8789,4,4.0,130.0,Sincan,2473500,5
8790,3,0.0,105.0,Sincan,1650000,2
8791,3,-1.0,125.0,Sincan,1753500,4
8792,4,2.0,115.0,Sincan,2475000,5
8793,5,5.0,185.0,Sincan,6225000,6
8794,4,1.0,115.0,Sincan,1993500,5
8795,4,2.0,135.0,Sincan,2775000,5
8796,3,1.0,100.0,Sincan,2023500,5
8797,4,1.0,120.0,Sincan,2203500,2
8798,4,2.0,120.0,Sincan,2325000,3
8799,4,3.0,115.0,Sincan,2325000,3
8800,4,3.0,120.0,Sincan,3150000,2
8801,4,1.0,125.0,Sincan,1888500,3
8802,4,1.0,130.0,Sincan,2548500,2
8803,4,1.0,120.0,Sincan,2725500,2
8804,6,4.0,250.0,Sincan,2992500,5
8805,4,2.0,130.0,Sincan,2976000,2
8806,4,3.0,115.0,Sincan,2715000,2
8807,4,1.0,130.0,Sincan,2398500,3
8808,7,4.0,300.0,Sincan,3975000,2
8809,4,1.0,135.0,Sincan,3148500,8
8810,4,4.0,120.0,Sincan,2475000,3
8811,5,2.0,170.0,Sincan,4182000,0
8812,4,1.0,130.0,Sincan,2533500,3
8813,4,1.0,120.0,Sincan,2518500,0
8814,4,2.0,125.0,Sincan,2338500,5
8815,4,1.0,135.0,Sincan,3598500,8
8816,3,1.0,115.0,Sincan,2218500,8
8817,4,2.0,125.0,Sincan,2248500,5
8818,3,1.0,100.0,Sincan,1813500,5
8819,4,1.0,130.0,Sincan,1993500,5
8820,4,1.0,120.0,Sincan,2475000,3
8821,4,1.0,150.0,Sincan,3973500,8
8822,4,1.0,165.0,Sincan,3225000,0
8823,4,2.0,120.0,Sincan,1993500,3
8824,4,2.0,120.0,Sincan,2842500,2
8825,4,1.0,120.0,Sincan,2850000,0
8826,4,1.0,140.0,Sincan,4425000,0
8827,4,1.0,140.0,Sincan,2848500,3
8828,4,4.0,120.0,Sincan,2503500,5
8829,4,4.0,130.0,Sincan,2023500,5
8830,8,3.0,250.0,Sincan,5250000,2
8831,4,3.0,120.0,Sincan,2248500,5
8832,4,3.0,110.0,Sincan,3600000,8
8833,4,3.0,135.0,Sincan,3298500,2
8834,4,1.0,135.0,Sincan,3373500,2
8835,4,3.0,135.0,Sincan,2173500,5
8836,4,1.0,130.0,Sincan,2367000,8
8837,4,3.0,120.0,Sincan,2683500,5
8838,4,2.0,125.0,Sincan,2212500,5
8839,3,3.0,85.0,Sincan,2143500,2
8840,6,5.0,250.0,Sincan,3223500,3
8841,4,4.0,125.0,Sincan,2368500,5
8843,4,4.0,120.0,Sincan,2368500,5
8844,4,1.0,130.0,Sincan,3073500,8
8845,4,4.0,120.0,Sincan,2473500,5
8846,4,1.0,115.0,Sincan,3448500,5
8847,4,1.0,110.0,Sincan,2338500,5
8848,4,6.0,125.0,Sincan,2833500,2
8849,4,3.0,145.0,Sincan,3598500,0
8850,5,4.0,165.0,Sincan,5985000,0
8851,4,3.0,130.0,Sincan,2880000,8
8852,3,4.0,140.0,Sincan,3148500,8
8853,4,2.0,145.0,Sincan,3297000,8
8854,4,1.0,130.0,Sincan,3375000,2
8855,4,2.0,125.0,Sincan,2653500,5
8856,3,2.0,100.0,Sincan,2067000,5
8857,4,-1.0,125.0,Sincan,2100000,8
8858,4,1.0,130.0,Sincan,2698500,5
8859,4,3.0,135.0,Sincan,3300000,5
8860,4,1.0,130.0,Sincan,2473500,0
8861,7,4.0,280.0,Sincan,6225000,1
8862,4,1.0,100.0,Sincan,2533500,5
8863,5,1.0,170.0,Sincan,5250000,0
8864,7,3.0,280.0,Sincan,6225000,0
8865,4,1.0,130.0,Sincan,5248500,8
8866,4,3.0,110.0,Sincan,2683500,5
8867,5,1.0,165.0,Sincan,4275000,0
8868,4,3.0,126.0,Sincan,2805000,2
8869,3,1.0,100.0,Sincan,1170000,5
8870,4,1.0,110.0,Sincan,2775000,0
8871,4,2.0,110.0,Sincan,2383500,5
8872,5,1.0,150.0,Sincan,4200000,0
8873,4,1.0,150.0,Sincan,4273500,0
8874,4,3.0,120.0,Sincan,2550000,3
8875,4,1.0,135.0,Sincan,3450000,8
8876,4,1.0,130.0,Sincan,3375000,5
8877,7,8.0,320.0,Sincan,5998500,2
8878,3,1.0,110.0,Sincan,2158500,2
8879,4,2.0,120.0,Sincan,4275000,0
8880,4,1.0,115.0,Sincan,3375000,0
8881,4,1.0,145.0,Sincan,3225000,5
8882,4,1.0,125.0,Sincan,2533500,3
8883,4,3.0,130.0,Sincan,3450000,0
8884,4,1.0,130.0,Sincan,1903500,5
8885,4,1.0,125.0,Sincan,2383500,2
8886,4,1.0,130.0,Sincan,3148500,3
8887,4,4.0,120.0,Sincan,2503500,3
8888,3,1.0,110.0,Sincan,2085000,5
8889,4,3.0,125.0,Sincan,2383500,3
8890,4,2.0,135.0,Sincan,2338500,3
8891,4,2.0,130.0,Sincan,2625000,5
8892,3,1.0,92.0,Sincan,1243500,2
8893,3,1.0,105.0,Sincan,2850000,0
8894,5,2.0,165.0,Sincan,5100000,0
8895,5,1.0,170.0,Sincan,4575000,4
8896,4,1.0,120.0,Sincan,2023500,2
8897,4,4.0,125.0,Sincan,2503500,3
8898,4,4.0,135.0,Sincan,2137500,3
8899,4,4.0,120.0,Sincan,4050000,2
8900,4,5.0,125.0,Sincan,2700000,5
8901,4,1.0,130.0,Sincan,2370000,8
8902,4,2.0,130.0,Sincan,2812500,3
8903,4,4.0,130.0,Sincan,2527500,2
8904,4,2.0,160.0,Sincan,2505000,0
8905,4,3.0,125.0,Sincan,2475000,3
8906,4,1.0,115.0,Sincan,2025000,5
8907,4,1.0,140.0,Sincan,3825000,0
8908,4,1.0,135.0,Sincan,4312500,8
8909,4,3.0,130.0,Sincan,2265000,3
8910,4,2.0,125.0,Sincan,2842500,2
8911,4,5.0,130.0,Sincan,2595000,2
8912,4,1.0,130.0,Sincan,4125000,0
8913,4,1.0,145.0,Sincan,3150000,5
8914,3,1.0,95.0,Sincan,1798500,5
8915,4,2.0,120.0,Sincan,2842500,5
8916,4,4.0,135.0,Sincan,2475000,5
8917,4,2.0,130.0,Sincan,2772000,2
8918,4,2.0,115.0,Sincan,2025000,5
8919,4,1.0,120.0,Sincan,1933500,2
8920,4,3.0,130.0,Sincan,2925000,8
8921,4,1.0,105.0,Sincan,3300000,0
8922,4,2.0,120.0,Sincan,2023500,5
8923,4,4.0,130.0,Sincan,2263500,5
8924,4,4.0,135.0,Sincan,2473500,5
8925,3,1.0,120.0,Sincan,1783500,5
8926,4,2.0,130.0,Sincan,2473500,8
8927,4,1.0,135.0,Sincan,3148500,0
8931,4,1.0,125.0,Sincan,2535000,2
8932,4,2.0,135.0,Sincan,3450000,2
8933,4,2.0,120.0,Sincan,2850000,8
8934,4,1.0,120.0,Sincan,3075000,2
8935,4,4.0,140.0,Sincan,4200000,0
8936,4,1.0,135.0,Sincan,2998500,2
8937,4,2.0,135.0,Sincan,2518500,3
8938,3,1.0,100.0,Sincan,1702500,8
8939,3,1.0,135.0,Sincan,2413500,2
8940,4,1.0,130.0,Sincan,2098500,8
8941,4,3.0,130.0,Sincan,3223500,8
8942,4,4.0,125.0,Sincan,2203500,3
8943,3,1.0,95.0,Sincan,1497000,3
8944,4,1.0,125.0,Sincan,2338500,2
8945,4,1.0,125.0,Sincan,1873500,3
8946,4,1.0,120.0,Sincan,1650000,2
8947,4,1.0,135.0,Sincan,2850000,8
8948,4,-1.0,125.0,Sincan,1912500,5
8949,5,9.0,160.0,Sincan,5250000,0
8950,4,2.0,125.0,Sincan,4425000,0
8951,3,1.0,120.0,Sincan,2023500,5
8953,4,3.0,125.0,Sincan,2370000,5
8954,4,4.0,120.0,Sincan,2368500,3
8955,3,3.0,115.0,Sincan,2205000,5
8956,4,2.0,125.0,Sincan,3599850,3
8957,4,2.0,120.0,Sincan,2398500,2
8958,4,1.0,125.0,Sincan,2385000,5
8959,3,1.0,110.0,Sincan,1798500,3
8960,4,2.0,120.0,Sincan,2399850,5
8961,3,1.0,110.0,Sincan,1798500,5
8962,4,1.0,125.0,Sincan,2623500,2
8963,4,1.0,105.0,Sincan,2023500,7
8964,4,1.0,135.0,Sincan,3900000,2
8965,4,-1.0,125.0,Sincan,1873500,2
8966,4,1.0,120.0,Sincan,2385000,8
8967,4,3.0,125.0,Sincan,2032500,3
8968,4,1.0,130.0,Sincan,2548500,3
8969,4,2.0,135.0,Sincan,3735000,2
8970,5,0.0,175.0,Sincan,2623500,0
8971,4,4.0,135.0,Sincan,3750000,2
8972,3,4.0,110.0,Sincan,2970000,2
8973,4,1.0,135.0,Sincan,4350000,0
8974,4,3.0,125.0,Sincan,2400000,5
8975,4,3.0,120.0,Sincan,2400000,5
8976,4,1.0,115.0,Sincan,2368500,3
8977,4,2.0,145.0,Sincan,4350000,0
8978,5,3.0,175.0,Sincan,3898500,2
8979,5,2.0,175.0,Sincan,3675000,0
8980,4,1.0,130.0,Sincan,2325000,2
8981,4,6.0,145.0,Sincan,4498500,0
8982,4,4.0,130.0,Sincan,2325000,0
8983,4,1.0,155.0,Sincan,3375000,6
